Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99
steel	-0.032	0.061	-0.013	0.052	0.13	0.023	-0.006	-0.036	0.373	0.015	-0.004	0.005	0.059	0.012	0.039	-0.005	0.003	-0.009	-0.004	0.029	0.026	-0.009	-0.013	0.02	-0.01	-0.007	0.003	-0.002	0.008	-0.005	-0.031	-0.004	-0.001	0.071	0.011	-0.004	-0.006	-0.004	-0.003	0.025	0.044	-0.005	-0.012	-0.003	-0.015	-0.003	-0.009	-0.012	0.002	-0.008	-0.007	-0.005	-0.006	0.041	-0.023	-0.005	-0.025	0.002	-0.006	-0.006	-0.004	-0.019	0.081	0.031	-0.026	-0.006	-0.027	-0.006	-0.012	-0.004	0.01	-0.001	-0.001	-0.017	0.007	-0.007	-0.009	-0.014	-0.026	-0.008	-0.004	-0.001	-0.01	0.011	-0.01	-0.009	-0.005	-0.006	-0.005	-0.011	-0.004	-0.005	0.018	-0.021	-0.008	-0.005	-0.007	0.045	-0.008	-0.004
industry	-0.066	0	-0.027	0.017	0.026	-0.01	-0.001	-0.017	0.22	0.02	-0.001	0.02	0.021	0.012	0.071	-0.006	0.021	-0.017	-0.009	0.027	0.028	-0.013	0.021	0.026	-0.024	-0.014	0.012	-0.023	0.082	0.007	-0.062	-0.009	0.005	0.047	0.013	-0.012	0.015	-0.026	0.004	-0.01	0.062	0.001	-0.028	0.027	-0.036	-0.011	-0.006	-0.017	0.011	-0.019	0.014	-0.006	0.035	0.095	0.056	-0.011	-0.016	0.017	0.038	-0.011	-0.018	-0.019	0.18	0.138	-0.019	-0.002	-0.022	0	-0.026	0.019	-0.022	0.016	-0.002	-0.054	0.036	-0.017	-0.007	0.022	-0.016	-0.011	-0.006	-0.003	0	-0.002	-0.036	0.01	-0.01	0.01	-0.006	-0.014	-0.009	0	-0.009	-0.003	-0.012	-0.016	0.052	0.02	0.016	-0.017
working	-0.032	-0.049	-0.004	0.002	0.002	0.033	0.002	-0.035	0.003	-0.02	-0.004	0.005	-0.023	-0.003	-0.004	0.12	-0.007	-0.009	-0.004	-0.007	-0.011	-0.013	-0.013	-0.01	-0.012	0.037	-0.004	-0.051	-0.004	-0.005	-0.031	0.001	-0.006	-0.012	-0.005	0.012	0.023	-0.013	-0.003	-0.01	-0.004	-0.006	-0.011	-0.003	-0.019	-0.007	-0.003	0.058	0.023	0.013	0.011	-0.005	-0.013	-0.002	-0.03	-0.005	-0.028	-0.007	-0.022	-0.006	-0.012	-0.014	0.118	0.737	-0.026	0.019	-0.027	-0.01	-0.012	0.008	-0.016	-0.001	-0.001	-0.037	-0.019	-0.008	0.005	-0.019	-0.032	-0.006	-0.003	-0.001	0.036	-0.003	-0.016	0	-0.005	-0.006	-0.005	0.005	-0.002	-0.005	0.022	-0.009	-0.002	-0.007	0.284	-0.005	0.015	-0.011
condition	-0.024	-0.036	-0.008	0.147	-0.008	0.042	0.01	-0.011	0.018	0.035	-0.004	0.03	-0.016	-0.003	-0.008	0.026	0.052	-0.003	-0.003	0.088	-0.011	-0.01	-0.006	-0.009	-0.007	0.076	0.006	0.024	-0.003	-0.004	-0.024	0.01	-0.006	-0.015	0.007	0.024	0.017	-0.006	0.057	-0.008	-0.008	-0.002	-0.01	-0.002	0.011	0.032	-0.006	0.003	0.014	0.007	0.102	-0.004	-0.007	0.002	0.003	-0.004	-0.021	0.003	0	-0.005	-0.006	-0.013	-0.009	0.091	-0.019	0.033	-0.017	-0.008	-0.005	-0.009	0.002	-0.001	-0.001	-0.028	-0.013	0.083	-0.005	-0.011	0.001	0.002	-0.003	-0.001	-0.011	-0.003	-0.012	0.009	-0.004	-0.005	-0.004	0.083	0.002	-0.004	0.052	0.164	0.001	-0.001	0.02	0.026	0.013	-0.008
provision	-0.069	-0.1	0.042	0.052	-0.004	0.083	0.011	-0.036	0.119	0.081	0.02	0.076	0.018	-0.002	0.007	0.076	0.098	-0.013	0.018	0.096	0.072	-0.011	-0.025	-0.008	0.217	0.105	0	0.31	0.008	-0.01	-0.065	0.1	0	0.001	0.046	0.028	0.005	0.018	-0.007	0.021	0.092	0.007	-0.022	0.009	-0.032	0.023	-0.009	0.075	0.028	-0.034	0.074	0.031	0.06	0.039	-0.063	-0.001	-0.052	-0.002	-0.033	0.015	-0.023	-0.038	-0.022	0.128	-0.038	0.002	-0.05	0.003	-0.024	-0.014	0.099	-0.003	-0.002	-0.076	-0.03	0.036	-0.002	-0.041	-0.082	0.015	-0.008	-0.003	-0.029	0.007	0.001	0.013	0.003	0.016	0.021	0.17	-0.008	0.002	0.053	0.122	0.007	-0.005	0.087	0.001	0.004	-0.02
governing	-0.05	-0.075	0.049	0.077	-0.013	0.033	0.005	-0.062	0.042	0.129	0.03	0.027	-0.016	-0.01	-0.016	0.005	0.025	-0.014	0.03	0.12	0.078	-0.004	-0.024	-0.017	0.313	0.109	-0.007	0.431	0.008	-0.007	-0.047	0.042	-0.011	-0.031	-0.011	0.002	-0.005	-0.003	-0.005	-0.015	0.035	-0.008	-0.018	0.015	-0.027	0	-0.009	0.003	-0.008	-0.03	-0.005	0.044	0.074	0.003	-0.047	-0.007	-0.043	-0.011	-0.047	-0.008	-0.015	-0.029	-0.021	0.092	-0.039	-0.005	-0.045	0.007	-0.018	-0.019	0.154	-0.002	-0.001	-0.057	-0.028	0.035	-0.01	-0.032	-0.064	-0.01	-0.007	-0.002	-0.025	0.012	-0.025	-0.003	-0.001	0.001	0.005	0.221	-0.007	-0.008	0.057	0.124	0.02	-0.002	-0.021	-0.008	-0.013	-0.014
institution	-0.056	-0.084	0.08	0.087	-0.014	0.06	0.004	-0.06	0.04	0.133	0.025	0.055	-0.017	-0.01	0.034	0.006	0.023	-0.013	0.031	0.144	0.07	0.002	-0.025	-0.016	0.28	0.133	0.002	0.383	0.01	-0.008	-0.053	0.041	-0.012	-0.03	-0.009	0.008	0.002	-0.007	-0.005	-0.01	0.12	-0.009	-0.012	0.013	-0.029	0.015	-0.011	0.024	-0.009	-0.034	0.001	0.039	0.061	0.011	-0.052	-0.007	-0.049	-0.01	-0.03	-0.009	-0.018	-0.032	-0.021	0.085	-0.041	-0.007	-0.05	0.004	-0.019	-0.02	0.136	-0.002	-0.001	-0.063	-0.03	0.052	-0.009	-0.035	-0.072	-0.006	-0.003	0.005	-0.028	0.009	-0.019	0.011	0.001	0.008	0.003	0.241	-0.001	-0.001	0.065	0.139	0.016	0	-0.015	-0.009	-0.015	-0.015
social	-0.055	-0.079	0.008	0.015	-0.009	0.136	0.007	-0.037	-0.008	0.021	-0.001	0.034	-0.02	-0.006	-0.013	0.212	0.274	-0.011	0.002	-0.001	0	-0.016	-0.01	-0.004	0.01	0.008	0.002	0.024	-0.001	-0.008	-0.051	0.011	-0.01	-0.025	-0.004	0.041	0.018	-0.013	-0.005	-0.012	0.029	-0.011	-0.011	-0.004	-0.027	0.1	-0.008	0.196	0.069	-0.018	0.055	-0.009	-0.004	0.039	-0.05	0.008	-0.047	-0.011	-0.024	-0.007	-0.014	-0.024	-0.017	0.232	-0.016	0.006	-0.048	-0.014	-0.016	-0.005	0.122	-0.002	-0.001	-0.062	-0.03	-0.007	-0.009	-0.028	-0.064	0.024	-0.005	-0.002	-0.017	-0.001	-0.021	0.019	-0.009	-0.003	0.016	0.025	-0.003	-0.005	0.008	0.012	-0.013	-0.011	0.349	0.014	0.005	-0.015
harmonisation	-0.017	-0.061	-0.011	-0.015	-0.014	0.019	-0.005	0.144	0.001	-0.016	-0.002	0.088	-0.002	0.135	0.006	-0.007	0.071	-0.013	0.002	-0.003	-0.013	-0.011	0.011	-0.006	-0.018	0.003	-0.013	0.028	-0.005	0	-0.044	-0.005	-0.011	-0.022	0.166	0.001	-0.007	-0.01	-0.004	-0.014	-0.01	0.048	-0.017	-0.004	-0.017	-0.005	0.091	-0.023	0.016	0.011	0.149	-0.002	0.002	0.008	-0.04	-0.005	-0.04	0.006	0.051	-0.008	-0.021	-0.027	-0.031	0.002	-0.036	0.011	-0.027	0.019	-0.015	-0.002	-0.026	-0.002	-0.001	-0.048	0.31	-0.002	0.027	-0.023	-0.056	0.011	-0.003	-0.002	-0.023	-0.005	-0.023	-0.009	-0.002	-0.004	-0.005	-0.01	-0.006	0.019	0	-0.011	-0.01	0.011	-0.027	-0.007	0.051	-0.014
standard	-0.043	-0.107	-0.018	-0.006	-0.017	0.005	0	0.317	-0.002	-0.046	0.021	0.037	-0.033	0.111	0.031	-0.009	-0.002	-0.018	0.009	-0.024	-0.021	0.04	0.143	-0.005	-0.028	0.021	-0.016	-0.067	-0.003	0.026	-0.068	-0.008	-0.001	-0.036	-0.018	-0.017	0.065	-0.01	0.01	-0.022	-0.017	0.106	-0.024	0.01	0.012	-0.015	0.066	-0.018	0.025	0.053	-0.004	0.007	-0.01	0.038	-0.056	-0.003	0.079	0.042	0.257	-0.004	-0.03	-0.031	-0.045	-0.013	-0.052	-0.009	0.008	0.084	-0.022	0.129	-0.04	-0.003	-0.002	-0.069	-0.029	-0.019	-0.017	0.178	-0.065	-0.005	0.053	-0.003	-0.011	0.007	-0.023	-0.015	-0.012	-0.005	0.002	-0.02	0.009	0.057	-0.014	-0.02	-0.001	-0.006	-0.054	0.052	0.156	-0.021
european	-0.079	-0.114	0.069	0.113	-0.006	0.113	0.018	-0.05	0.024	0.048	0.01	0.088	0.066	0.02	0.023	0.068	0.062	-0.016	0.024	0.088	0.01	0.006	0.025	0.042	0.018	0.142	0.043	0.048	0.028	-0.007	-0.075	0.051	0.028	0.083	0.005	0.026	0.039	0.066	-0.005	0.005	0.119	0.043	-0.015	0.002	-0.04	0.075	0.071	0.085	0.013	-0.033	-0.002	0.012	-0.016	0.018	-0.062	0.001	-0.033	0.008	0.044	0.127	0.034	-0.041	0.015	0.25	-0.053	0.08	-0.056	-0.009	-0.025	0.048	-0.023	0.017	-0.002	-0.085	-0.04	0.174	-0.002	-0.001	-0.084	0.02	0.018	-0.004	0.017	0.012	0.007	0.07	0.014	0.007	0.021	0.111	-0.005	0.024	0.02	0.189	0.051	-0.002	0.156	0.047	0.063	-0.024
policy	0.227	-0.087	0.094	0.021	0.055	0.048	0.028	-0.143	0.034	0.012	0.002	-0.014	0.095	-0.016	-0.029	0.022	-0.011	-0.033	-0.006	-0.018	0.01	-0.033	0.012	0.005	0.026	-0.028	-0.018	-0.058	-0.01	0.009	-0.171	0	0.023	0.175	-0.034	-0.004	-0.017	-0.013	0.026	0.031	-0.009	-0.019	0.038	0.007	-0.077	0.014	-0.024	0.082	-0.011	0.062	-0.003	-0.01	0.004	0.015	-0.025	0.033	-0.067	0.003	-0.041	0.031	0.029	0.202	-0.072	-0.048	-0.101	-0.012	-0.114	-0.026	-0.012	-0.01	-0.002	-0.008	-0.005	0.324	-0.053	0.035	-0.022	-0.101	-0.17	0.057	-0.018	-0.008	0.018	0	0.034	0.037	0.025	-0.003	-0.007	0.02	0	-0.002	0.009	-0.034	0.077	-0.014	0.099	0.028	-0.019	0.027
iron	-0.028	0.019	-0.011	0.037	0.124	0.03	-0.006	-0.033	0.365	0.012	-0.004	0.008	0.074	0.016	0.039	-0.004	-0.006	-0.008	-0.003	0.013	0.037	-0.007	-0.011	0.027	-0.011	-0.005	0.007	0.011	0.002	-0.004	-0.026	-0.003	0.001	0.084	-0.002	-0.007	-0.005	-0.009	-0.003	0.016	0.039	-0.008	-0.01	-0.002	-0.012	-0.003	-0.008	-0.008	-0.004	-0.004	-0.008	-0.004	-0.011	0.039	-0.018	-0.004	-0.02	0.004	-0.005	-0.005	-0.001	-0.016	0.081	0.032	-0.022	-0.005	-0.023	-0.004	-0.01	-0.002	0.003	-0.001	-0.001	-0.011	-0.002	-0.005	-0.007	-0.014	-0.024	-0.007	-0.003	-0.001	-0.006	0.013	-0.007	-0.007	-0.005	-0.005	-0.004	-0.011	-0.004	-0.004	-0.004	-0.018	-0.007	-0.003	-0.001	0.056	-0.006	-0.002
expenditure	-0.038	-0.057	-0.01	-0.014	-0.011	0.008	-0.006	-0.036	0.001	-0.018	-0.005	0	0.052	-0.007	-0.012	0	-0.013	-0.011	0.007	0.013	0.042	-0.01	-0.017	0.018	-0.01	0.011	0.001	-0.016	-0.009	-0.006	-0.036	0.098	-0.007	-0.013	-0.005	-0.01	-0.007	-0.006	-0.004	-0.006	-0.004	-0.011	-0.003	-0.003	-0.011	0.034	-0.005	0.003	-0.003	-0.022	-0.001	-0.006	0.015	-0.015	-0.035	0	-0.03	-0.008	-0.026	-0.002	0.137	-0.017	0.082	0.335	-0.027	-0.007	-0.017	-0.006	-0.014	-0.01	-0.012	-0.002	-0.001	-0.044	-0.017	0.001	0.018	-0.025	-0.047	-0.01	-0.006	-0.002	0.022	0.003	-0.018	-0.003	-0.006	-0.002	-0.006	-0.003	0.006	-0.001	-0.007	0.028	-0.007	0.006	0.404	-0.01	-0.011	-0.013
common	0.01	-0.074	0.152	-0.008	0.016	0.022	0.001	-0.073	-0.009	0.019	-0.01	-0.007	0.037	-0.007	-0.007	-0.015	0.011	-0.019	0.005	-0.002	0	-0.015	-0.015	0.014	0.055	-0.011	0.011	-0.016	-0.003	0.014	0.01	-0.003	-0.004	-0.01	-0.023	0.008	-0.015	-0.017	0.01	0.031	-0.022	0.02	0.113	0.017	-0.041	-0.005	-0.01	0.011	-0.016	-0.024	0.007	0.002	-0.008	-0.005	-0.014	0.043	-0.082	-0.011	0.013	-0.011	-0.002	0.013	-0.023	-0.036	-0.03	-0.01	-0.068	-0.005	0.029	-0.004	-0.019	0.013	-0.003	0.024	0.204	-0.01	0.016	-0.048	-0.041	-0.021	-0.015	-0.005	-0.006	-0.005	0.04	0.039	0.031	0.016	-0.011	0.035	0.012	0.007	-0.014	0.035	0.178	-0.004	0.044	-0.026	0.007	0.101
community	-0.109	-0.109	-0.005	-0.002	-0.019	0.069	0.005	0.03	0.025	0.002	-0.007	0.071	0.039	0.007	0.014	0.022	0.027	-0.021	0.002	0.023	0.025	0.006	-0.014	0.015	-0.007	0.045	0.025	0.035	0.026	0.015	-0.095	0.018	0.01	0.006	0.052	0.001	0.009	0.015	0.001	0.002	0.032	0.009	-0.031	-0.006	0.041	0.026	0.026	0.201	-0.003	0.024	0.047	0.004	0.025	0.089	0.085	0.026	-0.025	0.002	-0.007	0.033	-0.024	-0.002	0.141	0.003	0.005	0	0.087	-0.005	-0.023	0.01	-0.049	-0.005	-0.003	-0.099	-0.022	-0.013	0.034	-0.027	-0.07	0.023	-0.009	-0.005	0.014	-0.001	-0.02	0.057	0.005	0.017	0.022	-0.007	0.013	0.012	0.028	0.026	-0.01	-0.006	0.192	0.004	0	-0.028
aid	-0.098	-0.082	-0.003	-0.022	-0.031	-0.011	-0.012	-0.079	0.055	0.035	0	-0.028	0.005	-0.014	0.082	-0.001	0.034	-0.017	-0.01	0.024	0.009	-0.028	-0.043	-0.016	0.023	-0.003	0.03	-0.025	0.071	0.001	-0.019	0.018	-0.004	-0.054	0.007	-0.004	-0.004	-0.014	-0.003	-0.005	0.133	-0.013	-0.032	-0.01	0.027	0.051	0.015	0.117	-0.021	0.027	-0.025	0.015	0.046	0.086	0.044	0.021	-0.06	-0.023	-0.016	0.061	-0.03	-0.06	0.614	0.156	0.077	0.002	-0.046	-0.006	-0.035	-0.025	-0.023	-0.002	-0.003	-0.135	-0.049	0.021	-0.004	-0.058	-0.039	-0.025	-0.014	-0.005	-0.015	0.037	-0.029	-0.008	0.004	-0.018	0.005	-0.025	0.014	-0.015	-0.017	-0.004	-0.013	-0.005	0.48	0.009	-0.029	-0.039
financial	-0.067	-0.093	0.017	-0.002	-0.013	0.081	-0.009	-0.053	0.006	-0.022	-0.01	0.034	0.041	-0.004	0.105	0	-0.005	-0.008	0.008	0.059	0.038	-0.01	-0.023	0.007	-0.021	0.24	0.017	-0.036	-0.006	-0.007	-0.066	0.155	0.011	0.067	0.01	0.019	-0.012	0.022	-0.007	0.017	0.153	-0.021	-0.019	0	-0.003	0.083	-0.004	0.091	-0.008	-0.041	-0.007	-0.003	0.018	0.003	-0.059	0.033	-0.035	-0.011	-0.006	0.047	-0.022	0.014	0.053	0.087	-0.022	-0.009	0.02	-0.008	-0.024	-0.025	-0.03	-0.003	-0.002	-0.076	-0.025	0.048	0.002	-0.044	-0.08	0.001	-0.011	-0.003	-0.004	0.003	0.005	0.007	0.025	-0.006	0	-0.006	-0.009	-0.006	0.004	0.08	0.006	-0.001	0.428	-0.008	-0.02	-0.019
fishing	-0.071	-0.103	-0.028	-0.013	-0.012	-0.017	-0.008	-0.082	-0.021	0.144	-0.01	-0.027	0.005	0	-0.023	-0.011	-0.017	-0.019	-0.009	-0.02	0.037	-0.024	-0.016	-0.021	-0.025	-0.02	-0.02	-0.055	-0.011	0.003	-0.066	0.002	0.042	0.064	-0.015	-0.01	-0.005	-0.028	-0.007	-0.021	-0.028	-0.021	-0.024	-0.006	-0.04	-0.015	-0.021	-0.006	-0.015	0.387	-0.019	-0.005	0.049	-0.005	-0.064	-0.01	-0.049	-0.016	-0.024	-0.014	-0.023	0.902	-0.041	-0.024	-0.057	-0.002	-0.057	-0.022	-0.026	-0.004	-0.038	-0.003	-0.002	-0.082	-0.038	-0.021	0.01	-0.043	-0.088	-0.018	-0.011	-0.003	0	-0.008	-0.037	-0.015	0.008	-0.01	-0.011	-0.025	-0.01	0.018	-0.011	-0.03	-0.017	-0.012	-0.012	0.065	-0.01	-0.024
eu	-0.031	-0.096	0.188	0.076	0.007	0.135	-0.011	-0.083	-0.015	0.036	0.007	0.085	0.05	-0.001	-0.017	0.037	0.049	-0.028	0.006	0.053	0.08	0.014	-0.019	0.049	-0.029	0.024	0.035	-0.097	-0.008	0.004	-0.083	0.02	0.014	0.091	0.004	0.021	-0.003	-0.024	0.003	0.037	0.009	0.008	0.019	-0.011	-0.008	0.032	0	0.062	0.019	0.037	0.049	-0.015	-0.015	-0.041	-0.025	0.025	-0.017	0.032	0.009	0.021	-0.024	0.141	0.002	0.179	0.019	0.022	-0.011	-0.019	-0.034	-0.007	-0.046	-0.006	0.003	-0.008	-0.034	0.007	0.035	-0.052	-0.114	0.074	0.03	0.002	0.058	0.009	-0.008	0.088	0.009	0.011	0.011	0.02	-0.004	0.023	0.011	0.043	0.041	0.001	0.173	-0.018	-0.003	-0.034
country	-0.113	-0.049	-0.016	-0.002	-0.012	-0.032	-0.017	-0.039	-0.019	-0.049	-0.007	-0.024	-0.009	-0.018	-0.036	-0.006	-0.006	-0.009	-0.008	-0.023	0.055	-0.022	-0.023	-0.019	-0.04	-0.016	-0.002	0.107	-0.022	-0.016	0.343	-0.007	-0.005	-0.01	-0.018	-0.003	-0.018	-0.025	-0.012	-0.001	-0.021	-0.036	-0.038	-0.01	-0.02	-0.018	-0.019	-0.015	-0.007	-0.036	-0.021	0.006	-0.018	-0.012	0.017	-0.014	0.052	-0.018	-0.05	0.004	0.004	-0.034	-0.061	-0.023	0.017	-0.008	0.056	-0.032	-0.024	-0.02	-0.05	-0.005	-0.003	-0.072	-0.044	0.013	-0.006	-0.067	-0.028	0.02	-0.016	-0.005	0.024	-0.005	-0.024	-0.006	0	0.031	0.001	-0.028	0.003	-0.009	-0.011	-0.016	-0.011	0.069	-0.034	-0.038	-0.03	-0.039
ec	-0.074	-0.076	0.029	0.058	0.047	0.056	0.011	-0.039	0.112	0.058	0.011	0.006	0.14	-0.01	0.001	0.017	0.024	-0.015	0	0.067	-0.002	0.014	0	0.024	-0.022	0.073	0.003	0.044	0.018	0.05	-0.073	0.054	0.016	0.461	-0.003	0.011	-0.006	0.037	0.075	0.029	-0.002	0.009	-0.014	0.012	-0.036	0.003	0.029	0.042	-0.01	-0.021	-0.011	-0.002	0.004	0.019	-0.037	0.028	-0.053	-0.009	-0.041	0.077	0.009	-0.004	-0.034	0.069	-0.052	0.032	-0.038	-0.009	-0.007	0	0.094	-0.003	-0.002	-0.057	-0.018	0.042	-0.014	-0.039	-0.062	0.011	-0.01	-0.003	0.009	0.007	0.049	0.019	0.064	0.006	0.003	0.152	-0.009	-0.007	0.021	0.096	0.003	-0.003	-0.005	0.031	0.022	-0.024
committee	-0.051	-0.077	0.047	0.066	-0.011	-0.006	-0.01	-0.058	-0.009	0.145	0.04	0.002	-0.03	-0.011	-0.018	0.032	0.039	-0.014	0.048	0.034	0.108	0.003	-0.022	-0.005	0.376	0.01	-0.004	0.528	0.01	0.003	-0.049	0.003	-0.009	-0.012	-0.013	-0.006	-0.005	-0.005	0.008	-0.015	-0.009	-0.013	-0.015	-0.004	-0.03	0.079	-0.011	0.034	0.005	-0.021	-0.014	0.062	0.067	-0.016	-0.046	-0.008	-0.038	-0.007	-0.047	-0.01	-0.022	-0.028	-0.034	0.1	-0.037	-0.01	-0.045	-0.006	-0.018	-0.013	0.139	-0.002	-0.001	-0.057	-0.027	0.004	-0.009	-0.032	-0.065	-0.012	-0.003	-0.002	-0.019	0.011	-0.025	-0.01	-0.007	-0.001	-0.008	0.222	-0.007	-0.008	0.009	0.065	0.008	-0.001	-0.037	-0.001	0	-0.014
third	-0.096	-0.049	-0.023	-0.001	-0.006	-0.052	-0.014	-0.047	-0.013	-0.046	-0.009	-0.029	-0.019	-0.017	-0.031	-0.015	-0.02	-0.019	-0.009	-0.025	-0.028	-0.024	-0.018	-0.01	-0.041	-0.025	-0.001	0.072	-0.02	-0.013	0.41	-0.011	-0.018	-0.041	-0.02	0	-0.015	-0.015	-0.009	0.006	-0.031	-0.033	-0.033	-0.008	-0.034	-0.016	-0.024	-0.033	-0.021	-0.04	-0.025	-0.005	-0.034	-0.018	0.005	-0.011	0.077	-0.023	-0.04	-0.012	0.023	-0.039	-0.065	-0.019	-0.064	-0.019	0.058	-0.028	-0.016	-0.022	-0.044	-0.004	-0.003	-0.046	-0.04	0.004	-0.025	-0.06	-0.003	0.007	-0.018	-0.004	0.017	-0.004	-0.009	-0.028	-0.013	0.036	-0.004	-0.02	0.007	-0.013	-0.017	-0.029	-0.023	-0.015	-0.063	-0.034	-0.024	-0.034
stage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
emu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
legal	-0.024	-0.037	-0.005	0.047	-0.007	0.059	0.001	-0.02	0.003	-0.01	-0.003	0.035	0	0.011	0.056	0.019	-0.005	-0.007	-0.003	0.108	-0.004	0.006	-0.008	-0.009	0.043	0.007	0.075	-0.003	-0.002	-0.004	-0.023	0.008	-0.006	0.003	0.016	0.008	0.005	-0.009	-0.002	-0.004	0.005	-0.006	0.174	-0.002	-0.013	0.009	0.015	0.016	-0.006	-0.002	0.012	-0.004	-0.003	0.012	-0.022	-0.004	-0.013	-0.002	0.022	-0.005	-0.009	-0.014	-0.015	-0.006	-0.019	0.071	-0.019	-0.007	0.01	0.013	0.018	-0.001	-0.001	-0.024	0.021	0.028	-0.008	-0.014	-0.029	0.034	-0.004	-0.001	-0.001	0.006	0.004	0.045	0.003	0.004	-0.004	0.034	-0.003	0.025	0.008	0.052	0.028	0.006	-0.014	-0.008	-0.006	0.144
status	-0.01	-0.015	0.003	0.106	-0.003	0.014	-0.002	0	0.005	-0.008	-0.001	0.061	0	0.038	0.023	0.05	-0.003	-0.003	-0.001	0.053	-0.007	-0.004	-0.005	-0.004	-0.005	0.018	0.026	-0.008	0.006	-0.002	-0.01	0.016	-0.002	0.007	-0.003	0.003	0.023	-0.004	-0.001	-0.003	0.006	-0.004	-0.004	-0.001	-0.006	0.028	0.015	0.012	0.081	-0.006	0.021	-0.002	-0.005	0	-0.01	-0.002	-0.009	-0.003	0.005	-0.002	-0.005	-0.006	-0.007	0	-0.008	0.083	-0.009	-0.003	-0.004	-0.004	0.005	0	0	-0.012	-0.006	0.065	0.001	-0.007	-0.013	0.027	-0.002	0	-0.006	0.019	-0.005	0.025	-0.002	-0.002	-0.002	0.091	-0.001	0.066	0.05	0.037	0	-0.003	-0.003	-0.004	-0.003	-0.004
system	-0.056	-0.044	-0.014	-0.004	-0.015	0.116	-0.009	-0.031	-0.016	-0.012	0.003	0.048	0	0.039	0.074	-0.003	0.04	-0.013	0.02	-0.003	-0.014	-0.016	-0.02	0.011	0.005	0.015	0.019	0	0.018	0.014	0.025	-0.005	-0.012	-0.01	0.059	0.001	0.02	-0.022	-0.007	-0.012	0.024	0.002	-0.025	-0.006	-0.009	-0.006	0.025	0.023	-0.009	0.03	0.005	0.018	0.005	0.019	0.049	-0.011	-0.04	-0.011	0.023	0.002	0.001	-0.038	0.241	-0.013	0.064	0.009	-0.043	0.012	-0.011	-0.01	-0.009	-0.003	-0.002	-0.06	-0.012	0.068	-0.006	-0.031	-0.015	0.033	-0.006	-0.003	-0.011	-0.007	-0.022	0.008	-0.009	-0.008	0.009	-0.015	-0.001	0.009	-0.008	0.009	-0.008	-0.01	0.088	-0.013	-0.008	-0.023
central	-0.02	-0.031	0.042	0.047	-0.007	0.057	-0.005	-0.03	-0.007	0.032	0.008	0.039	-0.005	-0.003	0.045	-0.004	0.013	-0.005	0.01	0.016	0.014	0.008	-0.004	-0.008	-0.008	0.13	0.001	-0.01	0.011	-0.003	-0.022	0.011	-0.006	0.008	-0.004	0.014	0.012	-0.008	-0.002	0.037	0.435	-0.008	-0.005	-0.002	-0.013	0.015	-0.004	0	-0.005	-0.014	0.003	-0.004	0.004	0.007	-0.021	-0.004	-0.02	-0.006	0.01	0.004	-0.007	-0.014	-0.011	-0.004	-0.019	-0.005	-0.018	-0.007	-0.005	-0.005	-0.002	-0.001	-0.001	-0.025	-0.013	0.399	0.006	-0.015	-0.03	-0.006	-0.003	-0.001	-0.004	-0.002	-0.008	0.023	0.007	-0.001	-0.004	0.023	-0.003	-0.004	-0.004	0.028	0	0.001	0	-0.009	-0.001	-0.008
