Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X140	X141	X142	X143	X144	X145	X146	X147	X148	X149
foetus	0	-0.002	-0.002	0.001	-0.008	-0.001	-0.003	0	-0.008	-0.007	-0.004	-0.002	-0.002	-0.001	-0.004	-0.002	-0.001	-0.006	-0.001	-0.007	-0.003	-0.004	-0.001	-0.002	0.025	-0.002	-0.003	-0.003	-0.003	0	-0.004	-0.001	-0.001	-0.004	-0.001	0	0	-0.001	-0.002	-0.002	-0.001	-0.002	-0.003	0	0.003	-0.001	-0.005	-0.004	0.062	-0.002	0.008	-0.009	-0.002	-0.006	-0.003	-0.001	-0.006	-0.001	-0.001	0.034	-0.002	-0.002	-0.001	-0.005	-0.002	-0.001	-0.002	-0.001	-0.007	-0.001	-0.002	-0.002	0	-0.004	-0.006	-0.001	-0.003	-0.001	-0.003	-0.002	-0.002	-0.001	-0.002	-0.002	-0.003	-0.003	0.011	-0.005	-0.002	-0.003	-0.003	-0.002	-0.001	-0.002	-0.003	-0.003	-0.003	-0.001	-0.003	-0.003	-0.002	-0.001	-0.003	-0.001	-0.004	-0.001	-0.003	-0.002	-0.003	-0.001	-0.001	-0.003	-0.004	-0.004	-0.003	-0.002	-0.006	-0.001	0.001	-0.001	-0.002	0.02	0.01	-0.001	-0.002	-0.01	-0.001	-0.003	-0.001	0.003	-0.002	0.023	-0.003	-0.002	-0.011	-0.001	-0.002	-0.001	-0.001	0.004	-0.002	-0.003	-0.005	-0.003	-0.003	-0.001	-0.003	-0.003	-0.001	-0.001
consumption	-0.001	-0.002	-0.003	0.051	-0.005	-0.002	-0.006	-0.001	-0.004	-0.013	0.003	0.078	0.005	-0.002	-0.002	0.023	0.016	0.004	-0.002	-0.008	0.005	-0.009	0.008	-0.001	0.013	-0.006	-0.006	-0.003	-0.007	-0.001	-0.009	-0.002	-0.003	-0.009	-0.003	-0.001	-0.001	-0.001	0.003	-0.004	0.003	0.272	-0.006	-0.001	-0.004	-0.004	-0.012	-0.004	-0.019	-0.006	0.008	-0.003	0.003	0.003	-0.007	-0.003	-0.01	-0.003	-0.004	-0.01	-0.005	-0.003	-0.002	-0.005	0	-0.003	-0.004	-0.003	-0.013	0.009	-0.005	-0.004	-0.001	0.001	0.014	-0.001	0	-0.004	-0.003	-0.006	-0.006	0.002	0.007	-0.003	-0.006	0.136	0.015	0.045	-0.005	-0.008	0.024	0.004	-0.002	-0.005	0.003	0.024	0.008	-0.001	0	-0.008	-0.005	-0.002	-0.006	-0.003	-0.006	0.001	0.025	-0.004	-0.004	-0.003	-0.004	0.005	-0.009	-0.006	0.002	0.01	-0.005	-0.003	0.062	-0.003	-0.006	-0.014	-0.008	-0.003	-0.006	-0.019	-0.003	-0.004	-0.003	-0.013	-0.002	-0.002	0.01	0.024	-0.021	0.041	0.008	0.004	0.002	0.002	-0.004	0.004	0.004	0.021	0.009	0.018	-0.003	0.033	-0.002	-0.003
innovation	0	-0.002	0.01	0.026	-0.005	-0.001	-0.003	0	0.015	-0.008	-0.007	-0.002	0.002	-0.001	-0.004	-0.002	-0.001	0.012	-0.001	-0.007	-0.004	-0.005	-0.001	-0.002	0.012	-0.003	-0.003	-0.002	-0.003	0	-0.002	-0.001	-0.001	0.003	-0.001	0	0	-0.002	0.003	-0.002	-0.002	0.088	-0.003	0	0.001	-0.002	-0.005	-0.004	-0.01	-0.003	0.014	-0.01	-0.002	-0.007	-0.003	-0.001	-0.007	0.011	-0.002	-0.006	-0.002	-0.002	-0.001	-0.007	0.007	-0.001	-0.002	-0.001	-0.008	-0.002	-0.002	-0.002	0	0.002	0.018	-0.001	-0.003	0.004	-0.003	-0.003	-0.003	0.008	-0.002	-0.003	-0.003	0.045	0.004	0.008	-0.002	-0.004	0.003	0.266	-0.001	-0.003	0.011	0	-0.004	-0.001	-0.004	-0.003	-0.003	-0.001	-0.003	-0.001	-0.004	-0.001	-0.001	-0.002	-0.003	-0.002	-0.002	-0.003	0	-0.003	-0.003	0.004	0.002	-0.001	0.002	-0.001	-0.003	-0.018	-0.004	-0.001	-0.003	-0.011	0.007	-0.004	-0.001	-0.006	0.003	-0.003	0.017	0.003	-0.013	-0.001	-0.002	0.037	0.003	-0.002	-0.002	0.11	0.003	0.024	-0.003	-0.002	-0.004	-0.001	-0.001	-0.001
micro	0	0.007	-0.002	0.046	0.013	-0.001	-0.003	0	-0.007	-0.007	0.024	0.028	0.02	-0.001	-0.004	-0.002	-0.001	-0.003	-0.001	-0.007	0.002	-0.004	-0.001	0.007	0.033	-0.002	-0.003	-0.003	-0.003	0	-0.004	-0.001	-0.001	-0.004	-0.001	0	0	-0.001	-0.002	-0.002	-0.001	0.117	-0.003	0	-0.002	-0.001	0.002	-0.004	-0.009	-0.002	-0.004	-0.009	-0.002	-0.003	-0.003	-0.001	-0.006	-0.001	-0.001	-0.006	-0.002	-0.002	-0.001	0.003	-0.002	-0.001	-0.002	-0.001	-0.007	-0.001	-0.002	-0.002	0	-0.004	0.06	-0.001	-0.003	-0.001	-0.003	-0.002	-0.002	0.01	-0.002	0.008	-0.003	0.096	0.005	0.029	-0.002	-0.003	0.001	-0.002	-0.001	-0.002	-0.003	0.007	-0.003	-0.001	-0.003	-0.003	-0.002	-0.001	-0.003	-0.001	-0.004	-0.001	0	-0.002	-0.003	-0.001	-0.001	-0.003	-0.004	-0.004	-0.003	-0.002	-0.006	-0.001	-0.001	-0.001	-0.002	-0.016	-0.003	-0.001	-0.002	-0.01	-0.001	-0.003	-0.001	-0.005	-0.002	-0.003	0.043	0	-0.008	-0.001	-0.002	-0.001	-0.001	-0.002	-0.002	-0.001	-0.005	0.01	0	-0.001	-0.003	-0.003	-0.001	-0.001
computer	-0.001	0.011	-0.003	0.039	0.002	-0.002	-0.004	-0.001	0.016	-0.012	0.013	0.009	0.031	-0.002	-0.006	-0.003	-0.001	0.002	-0.001	0.003	-0.006	-0.006	-0.002	-0.003	0.059	-0.004	0.003	-0.005	-0.005	0	0.013	-0.001	-0.002	0	-0.002	-0.001	-0.001	-0.002	0.052	-0.003	-0.002	0.068	0.004	-0.001	0.001	-0.002	-0.008	0.002	-0.014	-0.004	-0.006	-0.014	-0.003	0.002	-0.005	-0.002	-0.01	-0.002	0.026	-0.006	-0.004	0.003	-0.002	0.004	0.001	0.012	-0.003	-0.002	-0.011	-0.002	-0.004	-0.003	0	0.001	0.044	-0.001	-0.003	-0.002	-0.004	-0.004	-0.004	0.028	-0.004	0.005	0.011	0.055	0.069	0.019	0.036	-0.005	-0.003	0.002	-0.002	-0.004	0.021	0	-0.005	-0.001	0.001	-0.006	-0.004	0.011	-0.002	-0.002	-0.006	-0.002	0.003	0.036	-0.005	-0.002	-0.002	-0.004	-0.006	-0.006	-0.004	-0.003	-0.002	-0.002	0.008	-0.002	-0.004	-0.025	-0.005	-0.002	-0.004	-0.017	-0.002	-0.006	-0.002	-0.008	-0.003	-0.004	0.032	-0.002	-0.016	-0.001	-0.001	-0.002	-0.002	-0.003	-0.003	0.035	-0.009	0.051	-0.004	-0.002	-0.001	0.038	-0.001	-0.002
standing	0	-0.001	-0.001	-0.002	0.015	0	-0.001	0	-0.002	-0.002	-0.003	-0.001	-0.001	0	-0.002	-0.001	0.118	0.002	0	-0.004	-0.002	-0.002	-0.001	-0.001	0.004	-0.001	-0.001	-0.002	-0.001	0	-0.002	0	-0.001	-0.002	0.076	0	0	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	0	-0.001	-0.001	-0.003	-0.002	-0.005	-0.001	-0.002	-0.004	-0.001	-0.003	-0.001	-0.001	-0.003	-0.001	-0.001	-0.003	-0.001	-0.001	0	-0.004	-0.001	-0.001	-0.001	-0.001	-0.003	-0.001	-0.001	-0.001	0	-0.002	-0.003	0	-0.001	-0.001	-0.001	-0.001	0.009	-0.001	0.009	-0.001	-0.001	-0.001	-0.001	-0.003	-0.001	-0.002	0.047	-0.001	-0.001	-0.001	-0.002	-0.002	-0.002	0	-0.002	-0.002	-0.001	0	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	0.071	-0.001	0.038	-0.002	-0.002	-0.001	-0.001	-0.003	-0.001	0.008	-0.001	-0.001	0	-0.002	-0.001	-0.001	-0.005	-0.001	-0.002	-0.001	-0.003	-0.001	-0.001	-0.001	-0.001	-0.006	0	-0.001	0.024	-0.001	-0.001	-0.001	0.003	-0.003	0.025	-0.001	-0.001	-0.002	-0.001	0	-0.001
procedure	-0.001	0.072	-0.003	-0.008	-0.018	-0.003	-0.008	-0.001	0.034	-0.022	-0.01	0.009	-0.001	0.006	-0.008	-0.003	0.028	0.084	0.032	-0.001	0.075	-0.014	0.01	-0.004	0.002	-0.007	0.025	-0.009	0	-0.001	0.008	-0.002	-0.002	0.009	0.015	-0.001	-0.001	0	-0.003	-0.005	-0.003	0.004	-0.002	0.047	0	-0.005	-0.013	-0.009	-0.027	-0.007	0.02	-0.011	-0.005	0.025	0.002	0.036	-0.016	0.006	0.053	0.007	-0.007	0.008	-0.003	-0.012	-0.007	-0.002	0.015	-0.003	-0.021	0.021	-0.007	-0.005	0.03	-0.005	-0.006	0.012	-0.003	0.033	-0.006	0.003	0.149	0.006	-0.007	0.004	0	-0.008	-0.007	0.01	-0.004	0.038	0.147	0.01	-0.003	-0.005	0.036	-0.009	0.149	-0.002	-0.006	-0.001	-0.002	-0.003	-0.005	-0.004	-0.007	0.003	-0.009	0.017	-0.009	0.083	-0.005	0.02	0.014	-0.012	0.018	0.021	0.011	-0.004	-0.014	-0.004	0.006	-0.045	-0.004	0.032	-0.008	-0.031	-0.004	-0.01	0.034	-0.013	0.011	-0.004	-0.009	-0.006	-0.027	-0.002	-0.007	0.015	0.009	0.014	-0.001	0.002	-0.01	0.014	-0.008	-0.004	-0.01	0.001	-0.003	0.05
labour	-0.001	0.026	0.002	-0.013	-0.013	-0.002	-0.004	-0.001	-0.004	-0.013	-0.01	-0.004	0.004	0.009	-0.005	-0.003	0.283	0.012	-0.001	-0.001	0.021	-0.007	-0.002	-0.004	0.013	-0.003	-0.005	-0.006	-0.005	0	-0.007	-0.001	0	-0.007	0.058	-0.001	-0.001	-0.003	-0.003	0.002	0.006	-0.004	0.009	-0.001	0.003	-0.003	-0.01	0.008	-0.016	-0.001	0.021	-0.004	-0.003	0.012	-0.005	-0.002	-0.011	0.106	0.027	0.004	-0.004	-0.001	-0.002	0.006	-0.004	-0.002	0.044	-0.002	-0.012	-0.002	-0.004	-0.003	0	-0.006	-0.008	-0.001	-0.005	-0.003	-0.004	0.014	0.104	-0.003	-0.004	0.035	0.069	-0.005	0.011	0.012	0.001	0.01	0.027	-0.003	0.036	-0.003	-0.004	-0.008	-0.002	0.072	-0.006	-0.002	-0.004	0.046	-0.005	-0.002	0.011	-0.002	0.008	-0.002	-0.005	0.007	-0.003	0.031	0	-0.006	-0.004	0.023	0	-0.002	0.011	-0.002	-0.004	-0.022	-0.002	-0.002	-0.004	-0.017	-0.002	-0.006	0.012	-0.01	0.051	-0.005	-0.005	-0.004	-0.014	-0.001	-0.004	-0.003	-0.002	0.004	-0.003	0.03	0.026	0.003	-0.004	-0.002	0.012	-0.005	0.024	-0.002
new	-0.001	0.003	0.003	0.029	0.007	0.01	-0.006	-0.001	0.03	-0.017	-0.011	-0.005	0.001	0.027	-0.008	-0.004	-0.002	0.006	-0.002	-0.008	-0.001	-0.003	-0.003	-0.005	0.021	-0.006	-0.002	-0.003	-0.003	-0.001	-0.007	-0.002	-0.003	-0.002	-0.003	-0.001	-0.001	-0.004	0	-0.004	-0.003	-0.002	-0.005	-0.001	-0.003	-0.004	0.001	-0.005	0.045	0.007	-0.002	-0.017	-0.004	0.001	-0.007	0.016	-0.014	-0.003	0.001	0.007	0.01	-0.005	-0.002	0.044	0.012	-0.003	-0.004	0.009	-0.011	-0.003	-0.005	-0.004	-0.001	0.005	-0.009	-0.001	-0.006	0.017	0.026	-0.006	0.009	0.018	-0.005	-0.006	0.003	-0.005	-0.005	-0.011	0.001	-0.003	0.008	0.012	0.003	-0.004	0.007	0.007	0.004	0.022	-0.008	0.01	-0.005	-0.002	0.003	-0.003	-0.009	-0.003	0.025	-0.005	-0.007	-0.003	-0.004	-0.006	0.004	-0.01	-0.006	-0.004	0.003	-0.003	0	-0.003	-0.002	-0.017	-0.008	0.024	-0.006	-0.024	-0.003	-0.003	-0.003	0.01	-0.004	0.01	-0.007	-0.002	-0.019	-0.001	0.001	0.014	-0.001	-0.005	-0.004	0.017	0.004	0.007	-0.005	-0.003	-0.008	-0.006	-0.002	-0.003
zealand	-0.001	-0.003	-0.004	0.034	0.005	0.014	-0.005	-0.001	0.044	-0.013	-0.006	-0.004	-0.004	0.037	-0.007	-0.003	-0.002	-0.004	-0.002	-0.008	-0.006	-0.007	-0.002	-0.004	0.018	-0.004	-0.002	-0.001	-0.001	0	-0.004	-0.001	-0.002	-0.007	-0.002	-0.001	-0.001	-0.003	-0.004	-0.003	-0.003	-0.004	-0.005	-0.001	-0.004	-0.003	0.006	-0.007	0.036	-0.004	-0.007	-0.016	-0.003	-0.001	-0.005	0.022	-0.011	-0.002	0.003	0.009	0.016	-0.004	-0.002	0.038	-0.005	-0.002	-0.003	-0.002	-0.005	-0.003	-0.004	-0.003	0	0.011	-0.005	-0.001	-0.005	-0.003	0.038	-0.004	-0.004	-0.003	-0.004	-0.005	0.007	-0.005	-0.005	-0.01	-0.004	-0.005	-0.002	-0.003	0.006	-0.002	-0.004	0.005	-0.002	0.03	-0.006	0.005	-0.004	-0.002	0.002	-0.002	-0.007	-0.002	0.014	-0.004	-0.005	-0.003	-0.003	-0.005	0.003	-0.007	-0.005	-0.003	-0.01	-0.002	-0.003	-0.002	-0.005	-0.011	-0.006	-0.002	-0.005	-0.018	-0.002	-0.006	-0.002	0.019	-0.003	-0.005	-0.006	-0.004	-0.01	-0.001	0.005	-0.003	-0.002	-0.003	-0.003	-0.006	0.012	-0.001	-0.005	-0.003	-0.006	-0.005	-0.002	-0.002
foot	-0.002	-0.008	0.016	0.004	-0.023	0	-0.01	-0.001	-0.032	-0.029	-0.023	-0.009	0.024	0.037	-0.012	-0.006	-0.004	-0.022	-0.003	-0.015	-0.013	-0.018	-0.005	-0.009	-0.011	-0.009	-0.011	0.011	-0.012	-0.001	-0.013	-0.003	-0.005	-0.014	-0.004	-0.001	-0.001	-0.006	-0.008	-0.002	-0.006	-0.009	0.001	-0.002	-0.008	-0.006	-0.011	0.023	0.186	0.035	0.011	-0.026	-0.007	0.014	-0.011	0.006	-0.024	-0.004	-0.006	0.022	0.584	0.005	-0.004	0.064	-0.01	-0.005	-0.005	0.003	-0.025	-0.005	-0.004	0.013	-0.001	-0.015	-0.014	-0.002	-0.009	-0.001	-0.008	-0.006	-0.01	-0.006	-0.004	-0.01	-0.011	-0.012	-0.011	-0.009	-0.007	-0.006	-0.012	-0.004	-0.001	-0.009	0.005	-0.012	-0.013	-0.002	-0.009	-0.013	0.039	-0.004	0.016	0.011	-0.016	-0.005	0.012	-0.008	0.001	-0.006	-0.006	-0.011	-0.015	-0.004	-0.01	-0.007	0.021	0.013	0.047	-0.005	-0.008	0.012	-0.012	-0.005	-0.004	-0.04	-0.004	-0.008	-0.005	-0.005	-0.007	-0.002	-0.006	-0.004	-0.046	-0.002	-0.005	-0.006	-0.005	-0.008	-0.007	-0.013	-0.016	-0.008	-0.006	-0.006	-0.014	0.008	-0.004	0.001
mouth	-0.002	-0.008	0.016	0.004	-0.023	0	-0.01	-0.001	-0.032	-0.029	-0.023	-0.009	0.024	0.037	-0.012	-0.006	-0.004	-0.022	-0.003	-0.015	-0.013	-0.018	-0.005	-0.009	-0.011	-0.009	-0.011	0.011	-0.012	-0.001	-0.013	-0.003	-0.005	-0.014	-0.004	-0.001	-0.001	-0.006	-0.008	-0.002	-0.006	-0.009	0.001	-0.002	-0.008	-0.006	-0.011	0.023	0.186	0.035	0.011	-0.026	-0.007	0.014	-0.011	0.006	-0.024	-0.004	-0.006	0.022	0.584	0.005	-0.004	0.064	-0.01	-0.005	-0.005	0.003	-0.025	-0.005	-0.004	0.013	-0.001	-0.015	-0.014	-0.002	-0.009	-0.001	-0.008	-0.006	-0.01	-0.006	-0.004	-0.01	-0.011	-0.012	-0.011	-0.009	-0.007	-0.006	-0.012	-0.004	-0.001	-0.009	0.005	-0.012	-0.013	-0.002	-0.009	-0.013	0.039	-0.004	0.016	0.011	-0.016	-0.005	0.012	-0.008	0.001	-0.006	-0.006	-0.011	-0.015	-0.004	-0.01	-0.007	0.021	0.013	0.047	-0.005	-0.008	0.012	-0.012	-0.005	-0.004	-0.04	-0.004	-0.008	-0.005	-0.005	-0.007	-0.002	-0.006	-0.004	-0.046	-0.002	-0.005	-0.006	-0.005	-0.008	-0.007	-0.013	-0.016	-0.008	-0.006	-0.006	-0.014	0.008	-0.004	0.001
fund	-0.003	-0.009	-0.014	-0.044	-0.052	0.01	-0.017	-0.002	-0.03	-0.05	-0.037	-0.015	-0.013	-0.006	0.104	0.011	0	0.015	-0.006	-0.01	0.396	-0.028	-0.004	0.019	-0.02	-0.006	0.011	0.006	-0.016	-0.001	-0.011	-0.005	0	0.022	-0.007	-0.002	-0.002	-0.005	-0.013	-0.003	-0.006	-0.003	-0.016	-0.003	-0.004	-0.007	-0.015	0.019	-0.062	-0.008	-0.014	-0.038	0	-0.002	-0.018	-0.006	-0.039	0.003	0	-0.008	-0.014	-0.013	0.027	-0.04	-0.016	-0.008	-0.009	-0.004	-0.043	-0.008	-0.008	-0.011	-0.001	-0.004	-0.031	-0.004	0.011	-0.002	0.028	-0.009	0.444	-0.01	-0.014	-0.01	-0.019	-0.015	-0.015	-0.022	-0.004	0.702	-0.002	0.021	-0.007	-0.015	0.043	-0.029	-0.006	-0.004	0.004	-0.02	-0.009	0.009	-0.018	-0.009	-0.026	-0.008	0.002	-0.013	-0.019	-0.003	-0.008	0.002	-0.024	0.048	-0.005	-0.001	0.562	-0.004	-0.043	-0.009	-0.016	-0.12	-0.021	-0.008	-0.004	-0.065	0.005	-0.021	-0.007	-0.036	-0.007	-0.016	-0.012	-0.008	-0.076	-0.004	-0.008	-0.01	-0.007	-0.006	-0.009	0.002	-0.035	-0.005	-0.009	-0.008	-0.023	-0.011	-0.006	-0.008
X7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
application	-0.001	0.03	-0.004	0.009	-0.003	-0.002	-0.005	-0.001	0.003	-0.014	-0.008	0.003	-0.004	-0.002	0.002	-0.004	-0.002	0.061	-0.002	0.019	-0.003	-0.008	-0.003	-0.004	0.069	-0.005	-0.003	0.001	-0.002	0	-0.003	-0.001	-0.003	-0.001	-0.002	-0.001	-0.001	-0.003	0.007	-0.003	0.013	0.009	0.014	-0.001	-0.002	-0.003	0.016	0.013	-0.015	0.005	-0.004	-0.014	-0.003	0.007	-0.006	-0.003	-0.005	0.008	0.027	0.006	-0.005	0.01	-0.002	0	-0.001	0.016	-0.003	-0.002	-0.014	-0.003	-0.001	0.004	0	0.009	0.009	-0.001	-0.001	-0.003	-0.005	-0.005	0.003	0	-0.005	0.019	-0.006	0.089	0.041	0.007	0.061	-0.007	0.013	0.001	0.009	0.012	0.017	0.001	0.02	0.057	0.025	0.001	-0.005	-0.002	-0.003	-0.003	-0.008	-0.002	0.001	-0.001	-0.006	0.012	-0.003	-0.005	0.002	0.005	-0.005	0.004	-0.004	-0.003	0.035	-0.003	-0.003	-0.039	-0.007	0.017	0.006	-0.019	-0.003	-0.004	-0.002	-0.01	0.03	0.034	-0.002	0.01	-0.023	-0.001	0	0.001	-0.003	0.004	-0.003	0.022	-0.001	0.021	-0.004	-0.003	-0.006	-0.003	-0.002	0.011
acp	-0.002	-0.007	-0.008	-0.025	-0.029	-0.004	-0.01	-0.001	0.014	-0.017	-0.015	-0.008	-0.009	0	-0.014	-0.007	0.002	-0.002	-0.003	0.007	-0.007	-0.018	-0.005	-0.008	-0.013	-0.009	-0.01	-0.009	-0.011	-0.001	0.243	0.029	-0.001	-0.004	0.07	-0.001	-0.001	0.002	-0.006	-0.006	-0.005	-0.008	-0.001	-0.002	0.013	-0.006	-0.019	-0.015	0.017	-0.007	-0.015	-0.017	0.003	-0.016	-0.011	0.02	-0.014	-0.004	0.012	-0.018	-0.009	-0.008	-0.004	-0.017	-0.009	-0.005	0.022	0.006	0.19	-0.005	0.033	-0.007	-0.001	-0.014	-0.009	-0.002	-0.001	-0.006	-0.01	-0.005	-0.008	-0.006	-0.009	-0.01	0.122	-0.011	-0.006	-0.018	-0.007	-0.006	0.002	-0.007	-0.004	-0.009	0	-0.016	-0.002	0.008	-0.013	-0.013	-0.007	-0.004	-0.01	-0.004	-0.015	-0.004	-0.012	-0.004	-0.006	0.041	-0.006	0	-0.012	-0.015	-0.01	-0.007	-0.001	-0.005	-0.026	-0.005	0.028	0.009	-0.01	0.002	-0.01	-0.026	-0.005	-0.007	0.127	0.012	0.047	-0.011	-0.01	-0.007	0.001	0.052	-0.008	0.027	-0.005	0	-0.002	-0.009	-0.016	-0.012	-0.009	-0.004	-0.013	-0.011	-0.003	-0.005
african	-0.001	-0.006	-0.006	-0.021	-0.024	-0.003	-0.006	-0.001	0.117	-0.022	-0.01	-0.007	-0.007	0.017	0.008	0.003	0.001	-0.002	-0.003	0.045	-0.003	0.034	-0.004	-0.007	-0.011	-0.007	-0.008	-0.005	-0.009	-0.001	0.212	0.022	-0.004	-0.009	0.052	-0.001	-0.001	-0.002	-0.002	-0.001	-0.004	-0.006	0.004	-0.001	0.005	-0.005	-0.015	-0.011	-0.02	-0.007	-0.008	-0.023	0.009	-0.011	-0.008	0.066	-0.015	-0.002	0.015	0.003	-0.007	0	0.011	-0.014	-0.007	-0.004	0.053	0.011	0.028	-0.004	-0.001	-0.005	-0.001	-0.011	-0.017	-0.002	0.006	-0.005	-0.008	-0.002	-0.007	-0.004	-0.006	-0.008	0.009	-0.009	-0.005	-0.014	-0.006	0	0.004	-0.005	-0.003	-0.007	0.002	-0.013	0.028	0.042	-0.01	0.004	0.004	0.007	-0.008	-0.004	-0.012	-0.003	-0.009	0.018	-0.008	0.062	-0.005	-0.008	-0.007	-0.01	-0.004	-0.005	0.025	0.004	-0.021	0	0.061	-0.028	-0.009	-0.004	-0.008	-0.025	-0.004	-0.003	0.105	0.002	0.138	-0.005	-0.008	-0.006	-0.017	-0.002	-0.006	0.038	-0.004	0.007	0.025	-0.002	-0.014	-0.007	-0.007	-0.002	-0.01	-0.007	-0.003	-0.004
caribbean	-0.001	-0.004	-0.006	-0.02	-0.023	-0.003	-0.008	-0.001	0.115	-0.021	-0.01	-0.006	-0.007	0.017	0.009	-0.005	0.001	-0.001	-0.002	0.046	-0.003	0.036	-0.004	0.004	-0.011	-0.007	-0.008	-0.005	-0.009	-0.001	0.208	0.023	-0.004	-0.009	0.029	-0.001	-0.001	-0.002	-0.002	-0.005	-0.004	-0.006	0.005	-0.001	0.006	-0.004	-0.015	-0.011	-0.019	-0.007	-0.007	-0.022	0	-0.012	-0.008	0.069	-0.014	-0.003	0.016	-0.003	-0.007	-0.003	0.012	-0.013	-0.007	-0.004	0.056	0.012	0.03	-0.004	-0.001	-0.005	-0.001	-0.011	-0.017	-0.002	0.007	-0.004	-0.008	-0.002	-0.007	-0.004	-0.006	-0.007	0.01	-0.009	-0.006	-0.013	-0.006	0	0.005	-0.005	-0.003	-0.007	0.005	-0.013	0.025	0.043	-0.01	0	0	0.007	-0.008	-0.004	-0.012	-0.003	-0.009	-0.004	-0.008	0.064	-0.004	-0.008	-0.007	-0.011	-0.004	-0.005	0.028	-0.004	-0.02	0.001	0.025	-0.024	-0.002	-0.002	-0.007	-0.024	-0.004	-0.003	0.109	0.003	0.134	-0.005	-0.007	-0.006	-0.015	-0.002	-0.005	0.04	-0.004	0.007	0.026	0.002	-0.013	-0.007	-0.007	-0.002	-0.01	-0.008	-0.003	0.002
pacific	-0.001	-0.005	-0.006	-0.02	-0.023	-0.003	-0.008	-0.001	0.123	-0.021	-0.01	-0.006	-0.007	0.017	0.009	-0.005	0.001	-0.001	-0.002	0.046	-0.003	0.039	-0.004	-0.006	-0.011	-0.007	-0.008	-0.003	-0.009	-0.001	0.217	0.023	-0.004	-0.009	0.029	-0.001	-0.001	-0.002	-0.002	-0.005	-0.004	-0.006	0.005	-0.001	0.006	-0.004	-0.015	-0.011	-0.019	-0.007	-0.007	-0.022	0	-0.012	-0.008	0.069	-0.014	-0.003	0.025	-0.003	-0.007	-0.003	0.012	-0.013	-0.007	-0.004	0.056	0.012	0.03	-0.004	-0.001	-0.005	-0.001	-0.011	-0.017	-0.002	0.007	-0.004	-0.008	-0.002	-0.007	-0.004	-0.006	-0.007	0.01	-0.009	-0.006	-0.012	-0.006	0	0.005	-0.005	-0.003	-0.007	0.003	-0.013	0.025	0.043	-0.01	-0.008	0	0.007	-0.008	-0.004	-0.011	-0.003	-0.009	-0.004	-0.008	0.064	-0.004	-0.008	-0.008	-0.012	-0.004	-0.005	0.024	-0.004	-0.02	0.001	0.024	-0.024	-0.009	-0.004	-0.007	-0.024	-0.004	-0.003	0.109	0.003	0.134	-0.003	-0.007	-0.006	-0.015	-0.002	-0.005	0.04	-0.004	0.007	0.026	-0.008	-0.013	-0.007	-0.007	-0.002	-0.01	-0.008	-0.003	-0.004
