Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119
education	-0.028	0.023	0.026	-0.004	-0.003	-0.011	-0.006	-0.009	-0.007	-0.007	0.045	0.008	-0.003	0.462	0.007	-0.002	0.002	-0.004	-0.003	0.014	0.027	-0.001	-0.01	0.22	-0.017	-0.009	-0.007	-0.003	-0.006	-0.004	0.025	-0.005	-0.003	-0.002	-0.005	-0.001	0.016	-0.005	-0.004	-0.005	0.06	0.013	0.004	-0.006	0.01	-0.025	0.018	0.039	0.007	-0.007	-0.002	-0.002	-0.001	-0.01	-0.017	-0.004	0.011	-0.007	-0.001	-0.001	-0.003	0.006	0.009	0.001	-0.002	0.036	-0.012	-0.003	-0.003	0.023	-0.006	-0.002	-0.003	-0.003	-0.005	0.024	-0.009	0.001	-0.003	0.042	0.036	-0.019	-0.007	-0.009	-0.013	-0.004	-0.002	-0.002	-0.004	-0.006	-0.002	-0.006	0.021	0	-0.007	-0.003	0.011	0.058	0.003	0.002	-0.008	-0.011	-0.008	-0.004	0.018	-0.007	-0.002	0.013	0.022	-0.003	-0.005	0.002	0.048	-0.002	-0.002	-0.001	-0.002	-0.005	-0.002	-0.003
vocational	-0.038	0.014	0.048	-0.006	-0.006	-0.016	-0.007	-0.012	-0.01	-0.01	0.043	0.018	-0.019	0.46	-0.003	-0.003	0.024	-0.005	-0.004	0.003	0.023	-0.002	-0.013	0.211	-0.024	-0.024	-0.009	-0.004	0.003	0.024	0.018	-0.007	-0.004	-0.003	0.004	-0.001	0.017	-0.007	-0.005	0.001	0.043	0.019	0.002	-0.008	0.008	-0.034	0.02	0.027	0.009	0.024	-0.003	0.009	-0.001	-0.006	-0.023	-0.002	0.006	-0.009	0.007	0.031	-0.005	0.004	0.003	0.038	-0.003	0.025	-0.019	-0.005	0.005	0.027	-0.005	0.042	-0.005	0.024	-0.007	0.003	-0.008	-0.001	-0.004	0.11	0.04	-0.023	-0.01	-0.013	-0.018	-0.005	-0.004	-0.003	-0.002	-0.008	-0.003	-0.008	0.047	-0.007	-0.006	-0.005	0.047	0.041	0.011	-0.007	-0.016	-0.014	-0.01	-0.004	-0.005	0.049	-0.001	0.02	0.041	-0.004	-0.007	-0.004	0.047	-0.002	-0.002	-0.001	-0.002	-0.005	0.032	-0.004
training	-0.04	0.013	0.053	-0.006	-0.007	-0.017	-0.008	-0.013	-0.009	-0.01	0.039	0.017	-0.02	0.449	-0.004	-0.003	0.022	-0.005	-0.004	0.019	0.02	-0.002	-0.014	0.277	-0.025	-0.03	-0.01	-0.004	0.006	0.024	0.015	-0.008	-0.004	-0.003	0.003	-0.001	0.028	-0.004	-0.005	0	0.04	0.017	0.001	-0.008	0.006	-0.035	0.018	0.025	0.014	0.043	-0.003	0.008	-0.001	-0.002	-0.025	-0.002	0.005	-0.008	0.007	0.027	-0.004	0.003	0.003	0.035	-0.003	0.023	-0.02	0.003	0.003	0.024	0.008	0.003	-0.004	0.022	-0.008	0.003	-0.012	-0.001	-0.004	0.103	0.04	-0.024	-0.01	-0.013	-0.019	-0.006	-0.002	-0.003	-0.003	-0.006	-0.003	-0.009	0.044	-0.008	-0.001	-0.001	0.049	0.039	0.009	-0.008	-0.014	-0.015	-0.01	-0.004	-0.005	0.045	-0.001	0.017	0.041	-0.004	-0.007	-0.002	0.047	-0.002	-0.002	-0.001	-0.002	-0.005	0.03	-0.004
apprenticeship	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
youth	-0.023	0	0.036	-0.003	-0.004	-0.01	-0.004	-0.007	-0.006	-0.006	0.006	0.009	-0.011	0.26	-0.004	-0.002	-0.001	-0.003	-0.002	0.009	0.038	-0.001	-0.008	0.208	-0.015	0	-0.005	-0.002	-0.005	-0.007	0.017	-0.004	-0.002	-0.002	-0.007	0	0.005	-0.004	-0.003	-0.005	0.077	0.022	0.006	-0.005	-0.007	-0.021	0.011	0.018	0.011	-0.005	-0.002	0.031	0	-0.005	-0.014	-0.004	0.015	-0.006	-0.001	-0.003	-0.003	-0.001	0.012	0.003	-0.002	0.046	-0.011	-0.003	0.007	0.032	-0.005	-0.002	-0.001	-0.001	-0.005	-0.006	-0.007	-0.002	-0.002	0.026	0.043	-0.015	-0.006	-0.008	-0.01	-0.003	0.001	-0.002	-0.005	-0.005	-0.002	-0.006	0.026	-0.001	-0.005	-0.001	0.014	0.073	0.006	-0.003	-0.01	-0.009	-0.005	-0.004	-0.003	-0.005	-0.002	0.009	0.047	-0.002	-0.004	0.004	0.06	-0.001	-0.001	0	-0.001	-0.004	-0.002	-0.002
milk	0.089	0.026	-0.018	0.008	0.006	-0.02	-0.021	-0.002	-0.023	-0.027	-0.014	-0.017	-0.034	-0.009	-0.019	-0.008	-0.017	-0.015	-0.011	-0.022	0.005	-0.005	0.046	-0.024	0.139	0.086	-0.023	0.004	-0.024	-0.047	-0.024	-0.021	0	-0.009	-0.01	-0.002	-0.024	-0.021	-0.015	-0.012	-0.005	-0.013	-0.008	-0.024	-0.006	-0.001	-0.014	-0.014	-0.003	-0.027	-0.008	-0.007	-0.002	0.011	-0.043	-0.018	0.004	-0.024	-0.006	-0.03	-0.016	-0.004	-0.024	-0.013	-0.001	-0.012	0.065	-0.007	-0.018	-0.007	-0.023	-0.007	-0.019	-0.012	-0.021	-0.002	-0.032	-0.009	-0.011	-0.008	-0.039	-0.015	-0.023	-0.027	-0.049	-0.002	-0.025	-0.007	-0.009	-0.011	-0.009	-0.014	-0.02	0.028	-0.022	0.118	-0.014	0.016	-0.017	-0.01	0.025	-0.04	-0.031	-0.016	-0.012	-0.024	-0.004	-0.031	-0.02	-0.012	-0.001	0.055	-0.018	-0.006	-0.006	-0.002	0.025	-0.011	-0.009	-0.006
human	-0.062	0.039	0.001	-0.011	-0.004	-0.01	0.071	-0.017	0.06	-0.006	-0.01	0.005	-0.026	-0.004	-0.012	0.041	0.118	-0.009	-0.003	0.007	-0.008	0.014	0.005	0.012	-0.036	-0.04	-0.015	-0.007	0.05	0.025	-0.015	-0.013	0.033	-0.004	-0.02	-0.001	-0.004	-0.01	0.024	-0.012	0	0.024	0.147	0.018	0.002	-0.023	-0.001	-0.01	0.047	0.037	-0.003	0.044	-0.001	0.032	-0.042	0.017	-0.007	-0.011	-0.004	0.046	-0.011	-0.003	-0.011	-0.002	0.008	-0.002	-0.034	0.004	-0.012	0.012	0.021	-0.002	0.099	-0.011	-0.013	0.007	-0.02	0.012	-0.007	-0.007	-0.016	0.2	-0.013	-0.019	-0.032	-0.01	-0.007	-0.005	0.125	0.052	0.026	0	0.001	-0.007	-0.001	-0.007	-0.003	0.007	-0.009	-0.012	-0.033	-0.023	0.005	0.024	0.011	-0.011	-0.004	0.017	0.053	-0.004	0.006	0	0.014	-0.004	-0.004	-0.001	0.033	-0.008	0.01	0.013
nutrition	-0.072	-0.01	-0.003	-0.013	-0.012	-0.021	-0.014	-0.024	-0.031	0.027	-0.016	-0.014	-0.02	-0.009	-0.017	-0.007	-0.011	-0.008	-0.009	-0.003	-0.014	0.069	-0.005	-0.009	0.028	-0.027	-0.022	-0.009	-0.018	0.091	-0.036	-0.018	-0.005	-0.005	-0.009	-0.002	-0.02	-0.011	-0.009	-0.008	0.017	-0.011	-0.007	0.006	-0.019	-0.008	-0.003	-0.013	0.026	-0.024	-0.007	-0.003	-0.002	-0.021	-0.055	0.001	-0.01	0.001	-0.005	0.038	-0.014	-0.004	-0.017	-0.012	0.009	-0.011	-0.042	-0.007	-0.011	0.014	0.002	-0.005	-0.013	-0.011	-0.019	0.015	-0.026	-0.003	-0.009	-0.015	-0.037	0.405	-0.011	-0.019	-0.045	-0.01	-0.021	-0.006	-0.002	0.091	-0.004	-0.018	-0.011	-0.024	-0.012	-0.003	0.026	0.019	-0.013	-0.021	-0.018	-0.03	-0.007	0.005	-0.009	-0.016	0.002	0.015	-0.015	-0.005	0.003	-0.012	-0.013	-0.005	-0.003	-0.002	0.022	-0.012	-0.008	-0.005
body	-0.053	-0.009	0.066	0.134	-0.011	-0.023	-0.006	-0.005	-0.021	0.001	0.007	-0.008	-0.027	0	0	-0.004	-0.005	-0.008	-0.005	0.01	-0.006	-0.003	-0.011	0.047	-0.031	-0.014	-0.003	0.001	-0.002	-0.014	0.003	-0.01	-0.006	-0.005	0.001	-0.001	0.053	0.005	-0.007	-0.001	0	0.019	0.003	-0.009	0.085	-0.004	0.047	-0.003	0.004	0.002	-0.002	-0.004	0.022	-0.005	-0.026	-0.004	-0.002	-0.011	-0.003	0.042	-0.008	-0.002	0.112	0.021	0.004	0.011	-0.025	-0.001	-0.006	0.017	0.005	-0.002	0.001	-0.007	-0.009	0.017	-0.016	-0.003	-0.003	0.048	0.082	0.052	-0.003	-0.013	-0.022	-0.006	-0.001	-0.004	-0.002	-0.005	0.001	0.008	0.01	0.025	-0.006	-0.002	0.019	-0.006	-0.006	-0.013	-0.024	-0.017	0.002	-0.009	-0.006	0.012	-0.005	0.007	0.004	-0.002	-0.003	-0.001	0.031	0.014	-0.003	-0.001	-0.003	0	-0.005	-0.005
custom	-0.047	0.005	-0.019	-0.021	-0.034	-0.03	-0.023	0.239	-0.04	-0.025	-0.013	-0.013	0.125	-0.016	0.084	-0.01	-0.008	-0.015	-0.014	0.052	0.012	0.009	-0.017	-0.033	-0.082	0.08	-0.028	-0.014	-0.013	-0.012	0.054	-0.027	-0.002	-0.006	-0.038	-0.003	-0.025	-0.024	-0.014	-0.019	0.048	-0.008	-0.006	-0.027	-0.029	0.06	-0.027	0.008	-0.014	-0.031	-0.011	-0.006	-0.003	-0.049	0.452	0	0.054	0.001	-0.008	0.006	-0.022	-0.006	-0.026	-0.016	-0.01	-0.011	0.017	0.016	-0.024	-0.002	-0.017	0.011	-0.015	-0.019	-0.024	-0.045	-0.043	-0.009	-0.013	-0.001	-0.065	-0.073	-0.027	-0.03	-0.036	0.046	-0.029	-0.01	-0.008	-0.026	-0.009	-0.008	-0.027	0.007	-0.002	-0.023	-0.015	-0.012	-0.009	-0.014	-0.071	0.092	-0.04	-0.019	-0.013	-0.017	-0.004	-0.043	-0.02	0	0.004	-0.019	-0.018	0.013	0.003	-0.003	0.016	-0.016	-0.012	-0.003
joint	-0.026	0.039	0.029	-0.004	-0.005	-0.008	0.011	-0.005	-0.007	-0.006	-0.007	0.016	-0.013	0.011	-0.005	0.027	-0.004	-0.004	-0.003	0.007	-0.008	-0.001	-0.004	0.19	-0.016	-0.016	0.002	0.043	-0.005	-0.011	0.046	-0.001	0.004	0.039	-0.006	-0.001	0.03	0.014	0.019	-0.003	-0.004	0.003	-0.002	-0.006	-0.008	-0.021	0.003	-0.004	0.011	0.048	-0.002	-0.002	-0.001	-0.01	-0.016	0.005	-0.003	0.001	-0.001	-0.004	-0.004	-0.001	0.008	0	-0.002	-0.003	-0.013	-0.003	0	-0.002	0.127	0.011	0.028	-0.004	-0.006	-0.007	-0.008	0	-0.003	0.014	0.018	-0.017	-0.007	-0.006	-0.006	-0.004	0.016	-0.002	-0.005	0.002	-0.002	-0.008	0.066	0	0.017	-0.002	0.026	-0.003	0.002	-0.007	-0.014	-0.009	0.044	-0.004	-0.002	-0.006	-0.002	0.002	0.031	-0.003	-0.005	0.007	0.028	-0.001	-0.002	-0.001	-0.001	0.006	0.038	0.005
monitoring	-0.044	0.003	0.068	-0.007	-0.01	-0.006	-0.003	0.016	-0.005	0.04	-0.003	-0.001	-0.012	-0.006	-0.002	-0.003	0.011	-0.006	-0.004	0.028	0.132	-0.002	0.014	0.007	-0.013	0.009	-0.003	0.044	-0.002	0.027	0.04	-0.009	0.001	0.018	0.102	-0.001	-0.002	0.016	0.006	-0.009	0.104	0.009	-0.003	-0.002	0.017	-0.032	0.076	0.081	-0.001	0.011	-0.003	-0.003	-0.001	-0.01	-0.019	0.011	-0.005	0.001	0.017	0.008	0.008	-0.002	0.011	-0.006	-0.003	0.007	-0.019	-0.005	-0.008	0.003	0.026	0.01	-0.006	-0.003	-0.009	0.027	-0.013	-0.002	-0.004	0.023	0.004	-0.024	-0.006	-0.012	0.028	-0.006	0	0.002	0.036	-0.006	0.035	0.027	-0.003	0.051	0.006	-0.007	0.01	-0.005	-0.005	-0.011	-0.016	-0.008	0.03	-0.005	-0.005	-0.004	0.022	0.004	0.004	0.005	-0.001	0.004	0.026	-0.002	0.009	-0.001	-0.002	-0.005	-0.004	0.018
export	-0.083	-0.02	-0.04	-0.022	-0.064	-0.036	-0.031	0.013	-0.085	-0.068	-0.065	-0.038	0.048	-0.035	-0.034	-0.015	-0.034	-0.03	-0.026	-0.08	0.043	-0.013	0.224	-0.067	0.781	0.327	-0.057	0.025	-0.054	-0.158	-0.076	-0.05	-0.003	-0.022	-0.038	-0.005	-0.058	-0.047	-0.035	-0.041	-0.033	-0.025	-0.019	-0.057	-0.036	0.358	-0.033	-0.018	0.004	-0.047	-0.02	-0.017	-0.005	-0.08	-0.136	-0.032	-0.027	-0.06	-0.014	-0.093	-0.041	-0.011	-0.057	-0.027	-0.018	-0.029	0.141	-0.024	-0.045	-0.055	-0.046	-0.008	0.013	-0.041	-0.051	-0.087	-0.082	-0.019	-0.026	-0.022	-0.101	-0.127	-0.059	-0.069	-0.094	-0.034	-0.06	0.01	-0.027	-0.045	0.006	-0.025	0.02	0.01	-0.053	-0.04	-0.043	-0.021	-0.042	-0.05	-0.021	-0.09	-0.095	-0.03	-0.031	-0.016	-0.016	-0.082	-0.047	-0.027	-0.005	0.128	-0.053	-0.014	-0.015	-0.005	-0.014	0.03	-0.019	-0.02
foreign	-0.09	0.031	-0.012	-0.014	-0.022	-0.035	0.233	-0.022	0.133	-0.021	0.012	0.087	-0.038	0.006	0.012	0.081	0.014	-0.012	0.041	0.011	0.077	-0.004	0.031	0.002	-0.045	-0.035	-0.008	0.033	0.046	-0.03	0.015	-0.016	0.011	0.055	-0.017	0.034	0.159	-0.006	0.165	-0.008	-0.003	0.167	0.029	-0.02	0.018	-0.087	0.003	0.079	0.003	0.447	-0.007	-0.005	0.015	-0.001	-0.053	0.019	-0.01	-0.012	-0.001	0.004	-0.013	-0.004	0.033	0.002	-0.002	0.022	-0.045	0.015	-0.012	0.002	0.031	-0.002	0.021	-0.007	0.012	-0.023	-0.028	0.123	0.004	0.025	0.023	-0.061	-0.02	-0.026	-0.01	-0.013	0.019	-0.001	0.033	-0.005	0.028	0.025	0.082	0.033	0.105	-0.005	0.007	0.001	-0.004	-0.014	-0.044	-0.032	0.005	0.264	-0.003	-0.019	0.004	-0.022	0.165	-0.003	-0.012	0.154	0.012	-0.005	-0.005	-0.002	-0.005	-0.015	0.023	0.003
security	-0.096	0.036	0.033	-0.015	-0.023	-0.037	0.196	-0.024	0.097	-0.024	0.005	0.155	-0.042	0.025	0.011	0.069	0.013	-0.013	0.047	0.02	0.068	-0.005	0.018	0.017	-0.051	-0.043	0.019	0.03	0.035	-0.021	0.012	-0.017	0.004	0.075	-0.016	0.032	0.187	0.02	0.11	-0.012	-0.003	0.168	0.026	-0.02	0.016	-0.082	0.033	0.07	0.004	0.451	0.001	0.021	0.014	-0.011	-0.054	0.04	-0.002	-0.013	-0.001	0.002	-0.014	0.004	0.033	0.012	-0.003	0.017	-0.047	-0.004	0.011	0.006	0.027	-0.002	0.029	0.017	0.036	-0.018	-0.03	0.1	-0.003	0.064	0.023	-0.064	-0.019	-0.023	-0.029	0.024	0.027	-0.001	0.029	-0.009	0.026	0.018	0.081	0.025	0.049	-0.008	0.014	0.012	0.017	-0.012	-0.044	-0.034	0.014	0.223	-0.002	-0.019	0.01	-0.02	0.166	-0.006	-0.012	0.147	0.059	-0.005	-0.006	-0.002	-0.005	-0.006	0.038	0.002
dual	-0.017	0.073	-0.003	-0.003	-0.004	-0.008	0.07	-0.006	0.028	-0.004	-0.004	0.007	-0.008	0.002	-0.003	-0.001	-0.001	-0.002	-0.002	0.002	-0.005	-0.001	-0.006	-0.005	0	0.008	-0.001	-0.002	0	0	-0.007	-0.003	-0.002	-0.001	-0.005	0	-0.004	-0.003	0.069	-0.004	-0.002	-0.002	0.003	-0.004	0.016	-0.014	-0.005	-0.002	-0.002	0.074	-0.001	-0.001	0	0.007	-0.011	-0.003	-0.002	0.028	-0.001	0.032	-0.003	-0.001	-0.002	0.003	-0.001	-0.002	-0.009	-0.002	-0.003	-0.002	0.064	0.022	0.045	-0.003	-0.002	-0.007	-0.005	-0.002	-0.002	0.001	-0.002	-0.012	0	-0.006	-0.009	-0.002	0.007	-0.001	-0.003	0.01	0.099	0.015	-0.003	-0.009	0.018	-0.003	0.041	-0.002	-0.003	-0.004	-0.009	-0.006	-0.009	0.016	-0.002	-0.003	-0.002	0	-0.003	0.019	-0.003	-0.001	0.023	-0.001	-0.001	0	-0.001	-0.003	0.033	-0.002
use	-0.022	0.042	-0.005	-0.004	-0.007	-0.003	0.04	-0.009	0.014	0.004	0.006	0.001	-0.013	-0.001	-0.005	0.021	-0.003	-0.004	-0.003	-0.002	-0.007	-0.001	-0.006	0.004	-0.011	-0.004	-0.001	-0.003	0.019	0.001	0.001	-0.005	0.008	-0.002	0.001	0.019	-0.003	0.035	0.04	-0.006	-0.004	-0.003	0.001	-0.002	0.016	-0.023	0.002	-0.004	-0.004	0.043	0.006	-0.002	-0.001	0.005	-0.017	0.012	-0.003	0.037	-0.001	0.019	-0.004	-0.001	-0.005	0	-0.002	0	-0.012	-0.003	-0.004	0.001	0.052	0.012	0.025	-0.002	-0.003	-0.006	-0.009	-0.003	-0.003	-0.003	0.012	-0.006	0.001	0.064	-0.014	-0.004	0.031	-0.002	0	0.006	0.059	0.006	-0.003	-0.007	0.007	0.014	0.022	-0.003	0.037	-0.007	0.004	-0.011	-0.003	0.007	0.009	0.001	0.001	0.019	-0.005	0.01	0.002	-0.005	0.017	-0.002	-0.002	-0.001	-0.002	0.019	0.021	-0.003
anti	-0.073	-0.011	-0.01	-0.012	-0.019	-0.024	-0.016	0.007	-0.032	-0.02	-0.009	-0.006	-0.018	-0.005	-0.013	-0.006	-0.01	-0.009	-0.002	0.027	-0.019	0.008	-0.017	-0.018	0.007	-0.057	-0.001	0.107	-0.011	-0.048	-0.029	-0.015	0	-0.007	-0.019	-0.002	-0.011	-0.007	-0.01	-0.017	0.006	-0.009	-0.006	-0.006	-0.018	-0.085	-0.019	-0.008	-0.002	-0.02	-0.006	-0.005	-0.002	-0.021	0.242	-0.007	-0.009	0.003	-0.004	-0.029	-0.012	0.006	-0.004	0.122	-0.005	-0.009	-0.04	0.008	-0.011	0.037	-0.007	-0.002	-0.013	0.013	-0.01	-0.027	-0.025	-0.007	-0.008	-0.015	-0.03	-0.054	-0.02	-0.024	-0.012	0.024	0.023	0.004	-0.013	-0.017	0.027	-0.017	-0.013	0.002	-0.014	-0.01	-0.009	-0.008	-0.012	-0.014	-0.025	0.718	0.502	0.003	-0.01	-0.018	-0.007	-0.025	-0.014	0.042	-0.014	-0.016	-0.016	0.007	-0.005	-0.002	0	-0.013	-0.005	-0.002
dumping	-0.072	-0.01	-0.014	-0.012	-0.019	-0.022	-0.016	0.008	-0.031	-0.021	-0.009	-0.007	-0.017	-0.01	-0.013	-0.006	-0.009	-0.011	-0.002	0.028	-0.018	0.008	-0.017	-0.02	0.01	-0.052	-0.013	0.108	-0.009	-0.048	-0.029	-0.015	0.001	-0.007	-0.022	-0.002	-0.017	-0.008	-0.011	-0.016	0.006	-0.009	-0.006	-0.006	-0.017	-0.084	-0.019	-0.008	-0.002	-0.02	-0.006	-0.005	-0.002	-0.019	0.249	-0.007	-0.008	0.003	-0.004	-0.029	-0.012	0.006	-0.016	0.092	-0.005	-0.009	-0.04	0.008	-0.013	0.038	-0.006	-0.006	-0.013	-0.011	-0.013	-0.029	-0.025	-0.007	-0.008	-0.015	-0.037	-0.053	-0.02	-0.025	-0.011	0.025	0.02	0.005	-0.013	-0.017	0.027	-0.02	-0.013	0.004	-0.014	-0.012	-0.013	-0.008	-0.012	-0.015	-0.024	0.732	0.507	0.005	-0.011	-0.018	-0.007	-0.025	-0.014	0.043	-0.013	-0.016	-0.017	0.008	-0.005	-0.002	0	-0.013	-0.005	-0.002
peninsular	-0.016	-0.003	0.004	0.005	-0.004	0.027	-0.004	-0.006	-0.008	-0.005	-0.005	-0.001	0	-0.002	-0.003	-0.001	-0.003	0.022	-0.002	-0.005	-0.006	0.05	-0.007	-0.005	-0.009	0.006	-0.004	-0.002	0.024	-0.007	-0.007	-0.004	-0.002	-0.002	0.017	0	-0.004	-0.002	-0.003	0.028	-0.003	-0.002	-0.001	0.003	-0.005	0.014	-0.005	-0.003	-0.002	-0.005	-0.001	-0.001	0	-0.007	0.012	-0.003	-0.002	0.004	-0.001	0.032	-0.003	-0.001	-0.004	0.021	-0.001	-0.002	-0.007	-0.002	-0.003	-0.003	-0.004	-0.001	-0.003	-0.003	-0.004	-0.008	-0.006	-0.002	-0.002	-0.006	-0.009	0.02	-0.005	-0.006	-0.006	-0.003	-0.003	-0.001	-0.004	0.003	-0.002	-0.005	-0.003	-0.005	-0.004	-0.003	-0.003	-0.002	-0.003	0.001	-0.008	0.059	0.044	-0.003	-0.003	-0.004	-0.002	-0.006	-0.004	0.007	-0.003	-0.005	-0.004	-0.001	-0.001	0	0.017	-0.003	-0.002	-0.002
malaysia	-0.022	-0.004	0.001	0.002	-0.006	0.016	-0.005	-0.008	-0.01	-0.007	-0.003	-0.003	-0.004	-0.003	-0.005	-0.002	-0.004	0.015	-0.002	0.015	-0.007	0.037	-0.009	-0.006	0.001	-0.013	-0.006	-0.002	0.017	-0.006	-0.009	-0.005	-0.002	-0.002	0.023	0	-0.005	-0.003	-0.004	0.019	-0.003	-0.003	-0.002	0	-0.007	-0.001	-0.007	-0.004	-0.003	-0.006	-0.002	-0.002	0	-0.008	0.041	-0.004	-0.003	0.003	-0.001	0.018	-0.004	-0.001	-0.005	0.043	-0.002	-0.003	-0.011	0.003	-0.004	0.005	-0.005	-0.002	-0.005	-0.004	-0.005	-0.01	-0.008	-0.002	-0.002	-0.008	-0.012	0.008	-0.006	-0.008	-0.006	-0.003	0.001	-0.002	-0.005	0	-0.002	-0.007	-0.005	-0.007	-0.006	-0.001	-0.005	-0.003	-0.005	0	-0.004	0.119	0.098	0	-0.003	-0.006	-0.002	-0.008	-0.005	0.004	-0.004	0.001	-0.006	-0.001	-0.001	0	0.012	-0.004	-0.002	-0.002
vehicle	-0.062	-0.01	-0.01	-0.008	-0.015	0.004	-0.012	-0.002	-0.023	-0.011	0.001	-0.005	-0.021	0.02	-0.012	-0.004	-0.007	-0.005	-0.006	0.021	-0.007	0.012	-0.017	-0.014	-0.038	-0.032	-0.007	-0.006	0.025	0.023	0.004	-0.004	-0.006	-0.005	0.01	-0.001	-0.013	0.022	-0.003	-0.012	-0.009	-0.001	-0.005	-0.014	0.003	-0.038	-0.01	-0.008	-0.001	-0.012	0.038	-0.004	-0.001	-0.011	-0.012	0.009	0.089	0.431	0.022	0.04	-0.009	0.002	-0.01	-0.001	-0.004	0.004	-0.031	-0.007	0.042	0.041	-0.003	0.004	-0.006	-0.009	-0.006	-0.013	-0.019	-0.005	-0.006	0.003	-0.009	-0.038	-0.01	-0.015	-0.02	0.006	0.018	-0.004	-0.012	-0.006	-0.005	-0.012	0.023	0.01	0.006	-0.008	0.002	0.001	0.071	-0.012	-0.008	0.029	0.024	-0.007	-0.007	-0.012	-0.001	0.416	-0.012	0.018	0.002	-0.011	-0.007	-0.003	0.05	-0.001	0.002	-0.01	0.045	0
part	-0.033	-0.005	-0.006	-0.005	-0.008	0.001	-0.006	0	-0.012	-0.008	-0.007	-0.005	-0.011	-0.004	-0.006	-0.002	-0.005	-0.004	-0.003	0	-0.01	0.027	-0.012	-0.009	-0.02	-0.014	-0.008	-0.003	0.013	0.019	-0.001	-0.003	-0.003	-0.003	-0.003	-0.001	-0.002	0.007	0.003	-0.007	-0.004	0.009	-0.002	-0.007	-0.003	-0.018	-0.003	-0.005	-0.004	-0.008	-0.002	-0.002	-0.001	0.011	0.004	-0.003	0.057	0.162	0.019	0.018	-0.004	-0.001	0.001	0.003	-0.002	0.006	-0.016	-0.004	-0.005	0.015	-0.002	-0.003	-0.006	-0.005	-0.007	-0.009	-0.01	-0.003	-0.003	-0.005	0.004	-0.019	-0.007	-0.005	-0.01	-0.005	0.001	-0.002	-0.007	-0.007	-0.003	-0.009	-0.006	-0.003	-0.008	-0.005	0.021	-0.003	0.011	-0.005	-0.015	0.045	0.028	-0.002	-0.003	-0.008	-0.003	0.275	-0.006	0.035	-0.006	-0.009	0.002	-0.002	0.011	-0.001	0.009	0.01	-0.003	-0.003
far	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
east	0.031	-0.008	-0.009	-0.008	-0.012	-0.02	0.006	-0.016	-0.005	-0.013	-0.013	-0.006	-0.023	-0.007	0.789	-0.004	-0.003	-0.007	-0.005	-0.01	0.201	0.017	-0.018	-0.012	-0.03	0.012	-0.012	-0.005	-0.009	-0.036	-0.019	-0.009	-0.005	-0.004	-0.015	-0.001	0.01	-0.009	-0.007	-0.01	-0.007	0.043	-0.004	-0.011	-0.012	-0.005	-0.013	-0.001	-0.006	0.007	-0.004	-0.003	-0.001	-0.016	0.088	-0.008	-0.005	-0.008	-0.003	-0.023	-0.008	-0.002	0.065	-0.004	-0.003	-0.006	-0.023	-0.006	-0.008	-0.011	-0.005	-0.004	0.007	-0.008	-0.008	-0.011	-0.015	-0.005	-0.005	-0.009	-0.004	-0.03	-0.013	-0.016	-0.024	-0.007	-0.002	-0.003	-0.002	-0.011	-0.004	0.042	-0.007	-0.023	-0.011	-0.008	-0.009	-0.005	-0.001	-0.004	-0.018	-0.008	-0.016	-0.004	0.016	-0.009	-0.004	-0.016	0.014	-0.002	-0.009	-0.012	-0.012	-0.003	-0.003	-0.001	0.004	-0.008	-0.004	-0.005
